agency,domain,domaintype,lastmodified,organization,scan_data_url,scantype,/,/cj,/code.json,/coronavirus,/data,/data.json,/developer,/digitalstrategy,/digitalstrategy/FITARAmilestones.json,/digitalstrategy/bureaudirectory.json,/digitalstrategy/costsavings.json,/digitalstrategy/datacenteroptimizationstrategicplan.json,/digitalstrategy/governanceboards.json,/open,/privacy,/redirecttest-foo-bar-baz,/robots.txt,/sitemap.xml,dap_detected,dap_parameters,dap_parameters,domain,domain,invalid,status_code
General Services Administration,conexus-cert.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/conexus-cert.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,conexus-cert.gsa.gov,conexus-cert.gsa.gov,,200
General Services Administration,conexus.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/conexus.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,conexus.gsa.gov,conexus.gsa.gov,,200
General Services Administration,cognos.pbs.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/cognos.pbs.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,cognos.pbs.gsa.gov,cognos.pbs.gsa.gov,,200
General Services Administration,cic.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/cic.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,False,,,cic.gsa.gov,cic.gsa.gov,,200
General Services Administration,egov.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/egov.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&subagency=CIO&sp=query&enhlink=true&yt=false,agency=GSA&subagency=CIO&sp=query&enhlink=true&yt=false,egov.gsa.gov,egov.gsa.gov,,200
General Services Administration,search.usa.gov,,2020-06-14T11:59:27Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/search.usa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Home&siteplatform=home,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Home&siteplatform=home,search.usa.gov,search.usa.gov,,200
General Services Administration,discovery.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/discovery.gsa.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,False,,,discovery.gsa.gov,discovery.gsa.gov,,200
General Services Administration,disposal.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/disposal.gsa.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,disposal.gsa.gov,disposal.gsa.gov,,200
General Services Administration,registry.usa.gov,,2020-06-14T11:59:27Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/registry.usa.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,False,,,registry.usa.gov,registry.usa.gov,,200
General Services Administration,email.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/email.gsa.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,False,,,email.gsa.gov,email.gsa.gov,,200
General Services Administration,emorriscert.fasbilling.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/emorriscert.fasbilling.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,emorriscert.fasbilling.gsa.gov,emorriscert.fasbilling.gsa.gov,,200
General Services Administration,drivethru.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/drivethru.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,drivethru.gsa.gov,drivethru.gsa.gov,,200
General Services Administration,drivethrub.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/drivethrub.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,drivethrub.gsa.gov,drivethrub.gsa.gov,,200
General Services Administration,email.fpisc.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/email.fpisc.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,email.fpisc.gov,email.fpisc.gov,,200
General Services Administration,ectran.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ectran.fas.gsa.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,ectran.fas.gsa.gov,ectran.fas.gsa.gov,,404
General Services Administration,css.d2d.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/css.d2d.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,css.d2d.gsa.gov,css.d2d.gsa.gov,,200
General Services Administration,cpsearch.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/cpsearch.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,cpsearch.fas.gsa.gov,cpsearch.fas.gsa.gov,,200
General Services Administration,demo.10x.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/demo.10x.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,demo.10x.gsa.gov,demo.10x.gsa.gov,,200
General Services Administration,fedsim.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedsim.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,False,,,fedsim.gsa.gov,fedsim.gsa.gov,,200
General Services Administration,feedback.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/feedback.gsa.gov.json,200scanner,200,403,403,403,403,403,405,403,403,403,403,403,403,403,403,403,200,403,False,,,feedback.gsa.gov,feedback.gsa.gov,,200
General Services Administration,docs.fpisc.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/docs.fpisc.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,docs.fpisc.gov,docs.fpisc.gov,,200
General Services Administration,eoffer.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/eoffer.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,eoffer.gsa.gov,eoffer.gsa.gov,,404
General Services Administration,extportal.pbs.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/extportal.pbs.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,extportal.pbs.gsa.gov,extportal.pbs.gsa.gov,,200
General Services Administration,eoffer-test.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/eoffer-test.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,eoffer-test.fas.gsa.gov,eoffer-test.fas.gsa.gov,,404
General Services Administration,standards.usa.gov,,2020-06-14T11:59:27Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/standards.usa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,True,agency=GSA,agency=GSA,standards.usa.gov,standards.usa.gov,,200
General Services Administration,email2.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/email2.gsa.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,email2.gsa.gov,email2.gsa.gov,,200
General Services Administration,ebuy.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ebuy.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,ebuy.gsa.gov,ebuy.gsa.gov,,200
General Services Administration,epay.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/epay.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,epay.fas.gsa.gov,epay.fas.gsa.gov,,200
General Services Administration,epayb.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/epayb.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,epayb.fas.gsa.gov,epayb.fas.gsa.gov,,404
General Services Administration,etsvendorsales.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/etsvendorsales.gsa.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,False,,,etsvendorsales.gsa.gov,etsvendorsales.gsa.gov,,200
General Services Administration,epm.pbs.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/epm.pbs.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,epm.pbs.gsa.gov,epm.pbs.gsa.gov,,404
General Services Administration,extcws.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/extcws.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,extcws.fas.gsa.gov,extcws.fas.gsa.gov,,200
General Services Administration,ffmsb.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ffmsb.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,ffmsb.fas.gsa.gov,ffmsb.fas.gsa.gov,,200
General Services Administration,filetransfer.fdms.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/filetransfer.fdms.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,filetransfer.fdms.gov,filetransfer.fdms.gov,,200
General Services Administration,finance.ocfo.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/finance.ocfo.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,finance.ocfo.gsa.gov,finance.ocfo.gsa.gov,,200
General Services Administration,vote.usa.gov,,2020-06-14T11:59:27Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/vote.usa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,True,agency=GSA,agency=GSA,vote.usa.gov,vote.usa.gov,,200
General Services Administration,fms.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fms.fas.gsa.gov.json,200scanner,403,403,404,403,403,404,403,403,404,404,404,404,404,403,403,403,404,404,False,,,fms.fas.gsa.gov,fms.fas.gsa.gov,,403
General Services Administration,extaaapgis.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/extaaapgis.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,extaaapgis.gsa.gov,extaaapgis.gsa.gov,,200
General Services Administration,tell-us.usa.gov,,2020-06-14T11:59:27Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/tell-us.usa.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Contact%20USA.gov&siteplatform=generic-content-page,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Contact%20USA.gov&siteplatform=generic-content-page,tell-us.usa.gov,tell-us.usa.gov,,200
General Services Administration,fmswsec.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fmswsec.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,fmswsec.fas.gsa.gov,fmswsec.fas.gsa.gov,,200
General Services Administration,fmvrs.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fmvrs.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,,,fmvrs.fas.gsa.gov,fmvrs.fas.gsa.gov,,200
General Services Administration,expressplatform.aas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/expressplatform.aas.gsa.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,expressplatform.aas.gsa.gov,expressplatform.aas.gsa.gov,,404
General Services Administration,emorris.fasbilling.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/emorris.fasbilling.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,emorris.fasbilling.gsa.gov,emorris.fasbilling.gsa.gov,,200
General Services Administration,fleeteurb.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fleeteurb.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,fleeteurb.fas.gsa.gov,fleeteurb.fas.gsa.gov,,200
General Services Administration,fleet.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fleet.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,fleet.fas.gsa.gov,fleet.fas.gsa.gov,,200
General Services Administration,tellus.usa.gov,,2020-06-14T11:59:27Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/tellus.usa.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Contact%20USA.gov&siteplatform=generic-content-page,agency=GSA&dclink=true&pua=UA-97208879-1&pua=UA-97199174-1&sitetopic=Contact%20USA.gov&siteplatform=generic-content-page,tellus.usa.gov,tellus.usa.gov,,200
General Services Administration,fedspecs.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedspecs.gsa.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fedspecs.gsa.gov,fedspecs.gsa.gov,,200
General Services Administration,frppmap.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/frppmap.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,frppmap.gsa.gov,frppmap.gsa.gov,,200
General Services Administration,financeweb.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/financeweb.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,403,404,False,,,financeweb.gsa.gov,financeweb.gsa.gov,,200
General Services Administration,forcegis.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/forcegis.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,forcegis.gsa.gov,forcegis.gsa.gov,,200
General Services Administration,fedpay.gss.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedpay.gss.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,fedpay.gss.gsa.gov,fedpay.gss.gsa.gov,,200
General Services Administration,extgsagis.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/extgsagis.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,extgsagis.gsa.gov,extgsagis.gsa.gov,,200
General Services Administration,fas.connect.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fas.connect.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,fas.connect.gsa.gov,fas.connect.gsa.gov,,200
General Services Administration,ftp.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ftp.gsa.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,False,,,ftp.gsa.gov,ftp.gsa.gov,,200
General Services Administration,fmswseb.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fmswseb.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,fmswseb.fas.gsa.gov,fmswseb.fas.gsa.gov,,200
General Services Administration,ffms.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ffms.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,ffms.fas.gsa.gov,ffms.fas.gsa.gov,,200
General Services Administration,fpkia.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fpkia.gsa.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fpkia.gsa.gov,fpkia.gsa.gov,,-1
General Services Administration,gsaadvantage-cors.fas.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsaadvantage-cors.fas.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,403,404,False,,,gsaadvantage-cors.fas.gsa.gov,gsaadvantage-cors.fas.gsa.gov,,200
General Services Administration,gsa-apps.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsa-apps.gsa.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,gsa-apps.gsa.gov,gsa-apps.gsa.gov,,200
General Services Administration,fleetb.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fleetb.gsa.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True,,,fleetb.gsa.gov,fleetb.gsa.gov,,200
General Services Administration,gsaauctionsextapp.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsaauctionsextapp.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,gsaauctionsextapp.gsa.gov,gsaauctionsextapp.gsa.gov,,200
General Services Administration,gsablogs.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsablogs.gsa.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA&subagency=OSC&sp=phrase&enhlink=true&yt=false,agency=GSA&subagency=OSC&sp=phrase&enhlink=true&yt=false,gsablogs.gsa.gov,gsablogs.gsa.gov,,200
General Services Administration,groups.fpisc.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/groups.fpisc.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,groups.fpisc.gov,groups.fpisc.gov,,200
General Services Administration,finance.gsa.gov,,2020-06-14T12:02:16Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/finance.gsa.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,False,,,finance.gsa.gov,finance.gsa.gov,,200
